pre_seg_id,post_seg_id,ei_type,pre_struc_type,post_struc_type,pair_count,pre_region,pre_type,post_region,post_type
68103533334,6644361070,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 6,pyramidal neuron
4580057399,4230435380,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
82956429252,29924283155,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
66902206574,32370068278,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 4,pyramidal neuron
84961657406,5405976475,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,excitatory/spiny neuron with atypical tree
48295904083,3547239980,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
63928595529,2512131823,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
54002033090,1914994168,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
50042811592,6574276506,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 4,pyramidal neuron
64673655659,29736486913,2,axon,dendrite,1,Layer 2,majority axon fragment,Layer 2,pyramidal neuron
48745147595,4039527348,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
37027991321,36882405719,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
60259788486,6835211431,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
3853087772,3576412791,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
42094742443,6240642688,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
4638578065,4420467705,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
5057699764,3617981810,2,axon,dendrite,3,Layer 5,majority axon fragment,Layer 5,interneuron
59706395868,33344597428,1,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,pyramidal neuron
26939005972,26909906638,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
77136455751,32561940996,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
27302775326,895801189,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
73756617006,38935101659,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,interneuron
20551244121,2704033285,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
37827615206,1536069641,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
93626139475,4099581193,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 3,pyramidal neuron
31786275049,4986504853,2,axon,soma,1,Layer 4,pure axon fragment,Layer 4,astrocyte
56054831289,2091491230,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
64440711599,2965390239,2,axon,dendrite,1,Layer 2,majority axon fragment,Layer 2,pyramidal neuron
38978305616,2934086754,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
766290989,956044964,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
38456247425,2702674358,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
75051200413,3648176837,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
62941116267,1815035994,2,axon,dendrite,1,Layer 1,pure axon fragment,Layer 2,pyramidal neuron
39939854581,22964993750,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
21974447046,3574500023,1,axon,dendrite,1,Layer 4,majority axon fragment,Layer 4,pyramidal neuron
68803635728,33881359232,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
55430068837,37742827782,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
13752390885,4828798927,2,axon,dendrite,2,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
59520758239,6445509418,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
38992497960,31029550434,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 4,pyramidal neuron
72138124399,36953569906,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
57742969181,31845731568,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 4,pyramidal neuron
86739840107,6456022246,2,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,pyramidal neuron
15410027742,5133347133,1,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
48775663935,4375671689,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
46983727112,28612501043,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,pyramidal neuron
41296141713,5674707915,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
32704590244,5918005808,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 5,pyramidal neuron
4856117815,4098677348,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
49532564290,32630943701,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 4,excitatory/spiny neuron with atypical tree
73960724043,2688832623,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
58105878056,31568196104,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,interneuron
94745174398,33269227364,2,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,spiny stellate neuron
39075621813,30180955426,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,unclassified neuron
87640138702,42861791193,1,axon,dendrite,1,White matter,pure axon fragment,White matter,pyramidal neuron
86216394263,6908653613,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 5,excitatory/spiny neuron with atypical tree
77857249166,33326828233,1,axon,dendrite,1,Layer 6,pure axon fragment,Layer 6,pyramidal neuron
99999533909,4517564716,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 5,interneuron
85791447112,6440984272,1,axon,dendrite,2,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
1305082807,1275953447,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
57845205417,4376022029,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
95549046483,33287639092,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
15277464724,6440939219,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,interneuron
36577229490,35878090094,2,axon,dendrite,1,Layer 2,majority axon fragment,Layer 2,pyramidal neuron
49721560394,40695033295,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 3,interneuron
89943328911,1843770501,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
65895058731,3721006522,1,axon,soma,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
5845890821,4098077865,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,astrocyte
5847614115,5324737402,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
4751457556,4868514585,2,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,interneuron
14541926005,5370612836,1,axon,dendrite,1,Layer 1,pure axon fragment,Layer 1,microglia/opc
36618842647,29193694186,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
3867075970,2702674358,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
85935500142,6031148777,2,axon,dendrite,1,White matter,pure axon fragment,Layer 6,pyramidal neuron
48176701443,3762867764,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
60026727411,6660174348,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
64308338379,29181720900,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
66827492917,4667925540,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
92200336206,2732066380,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
39488844361,3619704725,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
12675172665,3373210802,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
59768537819,5483902875,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,pyramidal neuron
49824380822,5642439974,1,axon,dendrite,2,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
84876124671,40709443489,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,interneuron
14432389031,4926903194,1,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,spiny stellate neuron
6317166909,6229736410,1,axon,unknown,1,Layer 1,pure axon fragment,Layer 1,astrocyte
60270168714,6889262856,1,axon,dendrite,1,White matter,pure axon fragment,White matter,excitatory/spiny neuron with atypical tree
48600013487,31567173961,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 5,pyramidal neuron
5962743088,3925829338,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 3,pyramidal neuron
6717642735,6644856731,1,axon,ais,1,Layer 5,majority axon fragment,Layer 5,excitatory/spiny neuron with atypical tree
51175031167,33648239584,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
63781038675,37185039501,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
58702737909,5423147277,1,axon,dendrite,1,Layer 4,pure axon fragment,Layer 5,pyramidal neuron
41609010448,5345631891,1,axon,dendrite,1,Layer 6,majority axon fragment,White matter,pyramidal neuron
54817075460,2658989242,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
41698413227,6644463791,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,interneuron
55343134513,3721708284,2,axon,dendrite,1,Layer 1,pure axon fragment,Layer 3,pyramidal neuron
72124604078,28873524291,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
73830716877,3635590602,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
42067876743,33187696504,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
6236482270,5652676074,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 6,interneuron
48734343181,30668773752,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
58603377447,5324737402,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
74613287511,29892556984,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 3,pyramidal neuron
85511487561,32232235791,2,axon,dendrite,2,White matter,majority axon fragment,White matter,excitatory/spiny neuron with atypical tree
102112093750,4753341279,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,excitatory/spiny neuron with atypical tree
4829091665,3518798548,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
4465424883,3533588295,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
81788466215,28480362338,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
85896938565,6938848705,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 4,interneuron
6082062472,5907478137,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
81762578989,2426016106,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
56726214710,4130842009,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
62779817659,28511916007,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
76378430624,6747371726,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
15072613128,6134466306,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,interneuron
85984486709,32384479041,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
50174556035,5730542838,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
62633940386,36764998073,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
5715138435,5234969589,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
73697979136,2964441917,1,axon,dendrite,2,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
40913784892,5204906123,1,axon,dendrite,2,Layer 4,majority axon fragment,Layer 4,excitatory/spiny neuron with atypical tree
40523470405,5192875493,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
41106415244,40902557609,1,axon,soma,1,Layer 2,majority axon fragment,Layer 2,interneuron
10837067935,2466037163,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
2266616145,1582529442,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,excitatory/spiny neuron with atypical tree
73361703887,30242556763,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
39344571999,3329407635,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
72052650619,2730650309,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
22796163007,3653128216,2,axon,unknown,1,Layer 1,pure axon fragment,Layer 1,unknown cell
92139669310,3442245537,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
3426256828,3047622968,1,axon,dendrite,1,Layer 5,pure axon fragment,Layer 4,interneuron
56168923839,3645345359,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 4,pyramidal neuron
16629752347,7589658232,1,axon,dendrite,1,White matter,majority axon fragment,White matter,pyramidal neuron
65819775889,30810068715,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,excitatory/spiny neuron with atypical tree
5579861179,5536262473,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 6,interneuron
72923425331,29193694186,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,pyramidal neuron
5966334702,5282057767,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
41391004034,5406867213,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 5,pyramidal neuron
16133361626,6831633603,2,axon,dendrite,1,White matter,pure axon fragment,White matter,unclassified neuron
54729352161,28075023123,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,excitatory/spiny neuron with atypical tree
64237422155,2454238950,2,axon,dendrite,1,Layer 1,pure axon fragment,Layer 3,pyramidal neuron
5657508495,4652900695,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
56515331513,4546051784,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
44873297759,36037109946,1,axon,dendrite,1,Layer 2,majority axon fragment,Layer 2,pyramidal neuron
23507873631,4990622443,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
38630364017,3473710583,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
40286174804,4738857025,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
67744012229,6065781081,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
40911345240,4242525626,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
40316224075,31683602526,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
3721854737,4012647790,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
56141035435,3515862965,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
46895800107,2831105452,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,interneuron
48542631999,4652653431,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
5394033538,5263136250,1,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,interneuron
50285187463,4793654335,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 5,pyramidal neuron
94731098363,5961748945,1,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,interneuron
48206472413,30096751295,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
99929245396,2410070279,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
32482029459,5550234595,2,axon,dendrite,1,Layer 6,pure axon fragment,White matter,excitatory/spiny neuron with atypical tree
51524067843,33720573626,1,axon,dendrite,2,Layer 5,majority axon fragment,Layer 5,pyramidal neuron
84249129319,75238326428,2,axon,unknown,1,Layer 5,pure axon fragment,Layer 5,astrocyte
36168824052,1318705082,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
20025082862,1436579124,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
5127638167,4879539319,2,axon,ais,1,Layer 6,majority axon fragment,Layer 6,astrocyte
40743099034,31194177383,2,axon,dendrite,1,Layer 2,majority axon fragment,Layer 2,pyramidal neuron
29868012530,3286495306,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,excitatory/spiny neuron with atypical tree
51483871130,24713667273,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 3,pyramidal neuron
75694358580,40218295373,1,axon,soma,2,Layer 2,pure axon fragment,Layer 2,interneuron
63390957810,1842792365,2,axon,dendrite,1,Layer 2,majority axon fragment,Layer 2,pyramidal neuron
5651902595,5214645213,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 6,pyramidal neuron
101007615594,3648951090,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,excitatory/spiny neuron with atypical tree
6466958789,5870712884,2,axon,dendrite,1,White matter,majority axon fragment,White matter,pyramidal neuron
67135136534,49666514460,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
1961134426,1102726098,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
50056609246,32354721233,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,unclassified neuron
65907046363,3747917106,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,interneuron
65664522957,31091050560,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
65556636918,4546329154,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,excitatory/spiny neuron with atypical tree
46182803847,29033375099,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
77698200022,6499490334,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
59064374479,6249972672,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 6,pyramidal neuron
54962895434,29181604125,1,axon,dendrite,2,Layer 2,pure axon fragment,Layer 3,interneuron
92066985781,29994996547,1,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
92926503250,57406957485,1,axon,unknown,1,Layer 4,pure axon fragment,Layer 4,microglia/opc
3153583462,2804180464,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
12166780859,2806575658,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
75510999543,31650284631,2,axon,dendrite,1,Layer 6,pure axon fragment,White matter,excitatory/spiny neuron with atypical tree
50956731718,6544563396,1,axon,ais,3,Layer 5,majority axon fragment,Layer 5,pyramidal neuron
41899965395,6554695529,2,axon,dendrite,1,White matter,pure axon fragment,Layer 6,pyramidal neuron
85689633670,5189677248,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
39269478521,3691674312,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,excitatory/spiny neuron with atypical tree
4838567160,4911602202,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,unknown cell
39489691197,3533588295,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
58372185919,5178157228,2,axon,dendrite,1,Layer 2,majority axon fragment,Layer 3,pyramidal neuron
91428017266,2178659288,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
63552007053,28396303652,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
81209828289,2323881190,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
47802843524,30901368474,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
50713625140,41513565003,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
55895943071,2674290017,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,unclassified neuron
57104906263,39330642456,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
38190129261,29033563799,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
40371971647,4911602202,1,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,unknown cell
47306175368,28659181017,1,axon,dendrite,1,Layer 2,majority axon fragment,Layer 2,pyramidal neuron
57387698063,3992381078,1,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,unclassified neuron
42164330489,7169180077,2,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,interneuron
41507286035,5755262032,2,axon,dendrite,1,Layer 6,pure axon fragment,White matter,unknown cell
22297757443,4537786412,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
63494173104,1538361362,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
53667276624,2089841238,2,axon,dendrite,1,Layer 1,pure axon fragment,Layer 3,pyramidal neuron
13593751038,4916974842,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
10954562031,1667143659,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
73943655591,30242556763,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
4675549123,4588365131,2,axon,dendrite,2,Layer 6,majority axon fragment,Layer 6,pyramidal neuron
91442838064,3882173260,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
56246060686,38660880666,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 1,interneuron
72402636715,2003492425,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
15264543407,6093363551,1,axon,dendrite,1,Layer 4,pure axon fragment,Layer 5,pyramidal neuron
1419377834,81193139470,2,axon,dendrite,1,Layer 3,pyramidal neuron,Layer 3,pure dendrite fragment
6351595954,6337053219,1,axon,dendrite,2,Layer 6,pure axon fragment,White matter,interneuron
41352837015,6428411825,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 4,pyramidal neuron
1739914955,1143375129,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,excitatory/spiny neuron with atypical tree
22978207189,4912682244,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
81413293438,781418178,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
82441991507,37911979774,1,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
37362353900,28060188465,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
41904637571,6938848705,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,interneuron
84073332111,4911602202,1,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,unknown cell
78353012486,7110395103,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 5,pyramidal neuron
46968688093,1726190155,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,pyramidal neuron
68050969074,6079841831,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
73011075341,1986817718,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
51076737149,24901757336,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 4,pyramidal neuron
58951931877,6036535416,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,pyramidal neuron
94296749130,5949089845,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
2411297848,2207701672,2,axon,dendrite,1,Layer 2,majority axon fragment,Layer 2,interneuron
6415753514,6154016019,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,microglia/opc
63215628325,28031103342,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
77759962566,41976722616,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 4,excitatory/spiny neuron with atypical tree
6137559828,5949192875,2,axon,soma,2,Layer 4,majority axon fragment,Layer 4,interneuron
82589345468,29368030158,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
72924373994,28437172895,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
68196307108,33521328213,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
39499064740,6015642184,2,axon,dendrite,1,Layer 5,majority axon fragment,White matter,pyramidal neuron
42645755477,33955298955,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
68820953481,42093369868,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 5,interneuron
85283025051,5597089594,1,axon,soma,3,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
63751719818,2131468614,1,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,pyramidal neuron
48643539136,22469874162,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
45805469810,28670934846,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
49264432010,48303643727,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 5,excitatory/spiny neuron with atypical tree
81136530862,46300896856,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
37900985750,2381335851,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
39373394389,4128856200,2,axon,dendrite,2,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
3722701694,3519995546,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
23930178600,5776798045,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
3970290635,3809985083,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
41404305674,4399369225,2,axon,dendrite,1,White matter,pure axon fragment,Layer 6,oligodendrocyte
49529133721,31900484550,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,interneuron
76444631417,5420709385,1,axon,dendrite,1,Layer 6,pure axon fragment,Layer 5,pyramidal neuron
38233479301,28902141929,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 3,pyramidal neuron
28117746256,36109325196,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
55706013029,2963916394,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
4705261181,3788376389,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 6,spiny stellate neuron
80799496849,28204432845,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
40101692172,30537321564,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
4373789155,4242875478,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 4,excitatory/spiny neuron with atypical tree
68935322446,6936161283,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
48571906671,4056522849,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
74543288487,2834405122,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
67991820324,6298653235,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
74062566260,29269473353,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
50088089390,33012614838,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
