pre_seg_id,post_seg_id,ei_type,pre_struc_type,post_struc_type,pair_count,pre_region,pre_type,post_region,post_type
5558003291,5353779192,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
46853354363,28059706424,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
65326757930,3210599315,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
89490318340,89446706153,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
85995335388,7111023914,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 6,pyramidal neuron
59591120962,5628189095,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
50204780439,6052435998,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
3939365976,3605148604,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
59912429716,41890912435,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 3,pyramidal neuron
4489209194,4489064511,2,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,pyramidal neuron
46444175394,2321165089,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
66343265673,4271742015,2,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,pyramidal neuron
5075454977,4260193331,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
10096080846,678159317,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
81893665636,2644081619,1,axon,soma,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
13127730682,4378781517,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
2429066483,2792851671,2,axon,dendrite,1,Layer 1,astrocyte,Layer 1,majority dendrite fragment
23841360741,5163745862,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
59970148563,32762673893,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
38005441782,2369583314,1,axon,dendrite,1,Layer 2,majority axon fragment,Layer 2,pyramidal neuron
38072429888,55803095996,2,axon,dendrite,1,Layer 4,majority axon fragment,Layer 4,interneuron
79984863795,35862656920,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
41785668259,5785530020,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
66833888067,40121432395,2,axon,dendrite,1,White matter,pure axon fragment,White matter,pyramidal neuron
74163210643,3530638666,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
48192528516,4055384899,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,microglia/opc
81221378201,28335768655,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
41891057652,33287390911,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
55398399773,3676255705,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
57192556339,31032951251,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
58321037694,6089143395,2,axon,dendrite,1,Layer 5,majority axon fragment,Layer 6,interneuron
42103649649,6133062469,2,axon,dendrite,1,White matter,pure axon fragment,White matter,pyramidal neuron
50610411027,5105108386,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
37141719046,37025319814,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
5029081704,4767284922,1,axon,soma,1,Layer 5,majority axon fragment,Layer 5,pyramidal neuron
54556009405,1669011958,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
101062662093,2948000722,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 3,pyramidal neuron
68746035056,25133184398,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,excitatory/spiny neuron with atypical tree
38148967618,2527768955,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
102986402800,5467579212,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 5,pyramidal neuron
56374082237,29472047792,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
95344282189,33140577971,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 5,pyramidal neuron
73667389905,2831630365,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
64658558648,29430127169,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
4257447951,4039367300,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,unknown cell
72809478139,30460885703,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 4,pyramidal neuron
50023348143,4415810884,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 6,pyramidal neuron
38973590311,38667755799,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,microglia/opc
3096609943,3052952620,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
36575242949,1070355700,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
77249336223,33402592211,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,interneuron
24029392063,5963677582,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,astrocyte
67886504415,5581378299,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,oligodendrocyte
41309603914,5686418450,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 5,pyramidal neuron
45703321797,27900381389,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,excitatory/spiny neuron with atypical tree
46971199083,2805261125,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
56431887171,3356156970,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
49913198092,5337614596,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
47538185291,3342154316,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
46490810755,2484316542,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
63158524722,28104912701,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
65838625292,39111991805,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
42193869163,7169180077,2,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,interneuron
75272550385,5148458629,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
46066550468,36458113873,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
67309676881,32517758373,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
11962453826,2252759090,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
83405585802,4577633882,2,axon,dendrite,1,Layer 4,majority axon fragment,Layer 4,interneuron
62327656270,36212058432,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,unknown cell
12063273500,2746740149,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
1305447672,985422992,2,axon,dendrite,1,Layer 2,majority axon fragment,Layer 2,interneuron
55109300435,37319791473,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
25465371026,7604098714,1,axon,dendrite,1,White matter,pure axon fragment,White matter,astrocyte
42119900681,33706468670,1,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
50480900282,5615048210,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
64862256634,2979743063,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
36970449422,1669376179,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
19313634901,1087542412,2,axon,dendrite,1,Layer 1,pure axon fragment,Layer 2,pyramidal neuron
74436103172,30590278737,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
38525250537,29674739276,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
14904628111,5908382258,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
67305353996,40041258147,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 4,pyramidal neuron
83099562728,3936882782,1,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
58193221283,4681051685,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
40274800315,4128345172,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
5571099898,4740842569,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
6181495247,5715897278,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,pyramidal neuron
23606547094,5657551964,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 4,pyramidal neuron
14619733421,5187545499,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 6,pyramidal neuron
5264785355,4814432342,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,pyramidal neuron
99608388549,28684849197,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
65358530613,3474687797,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
76969186473,4707947344,2,axon,dendrite,1,Layer 6,majority axon fragment,Layer 5,pyramidal neuron
3473987742,2877273095,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
55005618489,2366749859,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,unclassified neuron
42614013088,33676580309,1,axon,dendrite,1,White matter,pure axon fragment,White matter,pyramidal neuron
46621987065,1960447432,2,axon,dendrite,1,Layer 2,majority axon fragment,Layer 2,pyramidal neuron
85866861439,33067397116,1,axon,dendrite,1,Layer 4,majority axon fragment,Layer 5,pyramidal neuron
64263455285,2278457437,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
5520653978,5113403193,1,axon,dendrite,1,Layer 6,majority axon fragment,Layer 6,unclassified neuron
37810722316,2291524761,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
22166684398,3794669429,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,pyramidal neuron
7299668617,6513199759,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
55788173029,29352451075,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
50481396517,6213032571,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
11072319068,1668325312,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
55993448386,29048691672,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 3,interneuron
67132712622,4814432342,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
39949505427,4153108523,1,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,spiny stellate neuron
49373953856,4450384804,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
73334093098,2134783019,2,axon,dendrite,2,Layer 3,majority axon fragment,Layer 2,pyramidal neuron
48018134694,29865193079,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,excitatory/spiny neuron with atypical tree
4202504928,3925829338,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
41873202413,7023155288,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 6,pyramidal neuron
38583479814,29251426700,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
48020310042,3532771118,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
5835217501,5209636816,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
47275250688,1333261412,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
72589631278,28452328063,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
65107670660,29311319609,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 4,pyramidal neuron
5570545602,4626036197,2,axon,dendrite,2,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
90670766177,3006360875,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
75082387590,30086866777,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
11947093261,2440952622,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
68267399552,32529948948,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
102156817275,3997155204,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
42137143265,6820668036,1,axon,dendrite,1,Layer 5,pure axon fragment,Layer 4,pyramidal neuron
5376746109,5290102993,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
87276675592,34026974968,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 5,pyramidal neuron
66841364260,4798765836,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
65588408106,3138338964,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
32761156166,5641169477,1,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,interneuron
76203393694,4029103359,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,pyramidal neuron
68575014371,41906491079,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
40199474981,4708822688,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
37579062325,28698764134,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
55295797590,2278457437,1,axon,soma,2,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
39820359965,3399040143,1,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,pyramidal neuron
72735232509,37113947425,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
58806784207,5250928624,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
39963025068,4734651673,1,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,excitatory/spiny neuron with atypical tree
98649496611,28745179871,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
56490452408,3706288942,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
67292622325,41438691126,1,axon,unknown,1,Layer 4,majority axon fragment,Layer 4,astrocyte
41914523238,6118125750,1,axon,dendrite,1,White matter,pure axon fragment,White matter,excitatory/spiny neuron with atypical tree
21293032998,2819644029,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
1958418132,781768171,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
11525227443,3037548543,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
2936904149,2544093112,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
73314263802,72935878874,1,axon,soma,1,Layer 4,pure axon fragment,Layer 4,unclassified neuron
38498954570,1712347319,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
48472153015,4362238572,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
11277024693,2149559297,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
47189601048,2339824866,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
98911773736,29343267425,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
68544117941,6938848705,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,interneuron
76160028158,5397202146,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
65819250415,56997530540,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 4,unclassified neuron
64178667506,2921573497,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
30376418896,3052952620,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
45617306254,1086242342,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
91516440423,3706288942,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
41500395233,32213225794,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
36967485145,28189525199,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,interneuron
72899567637,37729205125,1,axon,dendrite,1,Layer 1,pure axon fragment,Layer 1,interneuron
80205658801,1348928027,2,axon,dendrite,1,Layer 1,pure axon fragment,Layer 2,pyramidal neuron
59009577568,5046909109,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 3,pyramidal neuron
4680935685,4506657063,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,pyramidal neuron
66884758398,4070174774,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
53739347636,27478208288,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
23443307895,5233248295,2,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,pyramidal neuron
49140966436,31032251720,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,interneuron
12398600678,3896803064,2,axon,dendrite,2,Layer 2,pure axon fragment,Layer 4,pyramidal neuron
77092419256,59784350519,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
45561050162,27626393900,2,axon,dendrite,1,Layer 1,majority axon fragment,Layer 1,interneuron
51033970194,32852017547,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
92973021553,22343298779,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
63756348418,28892036786,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
39971772441,39928131208,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
47742847468,2909017956,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
40547898082,5478134645,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
57796759552,4254761989,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,spiny stellate neuron
25408383413,6717147653,1,axon,dendrite,1,Layer 6,pure axon fragment,Layer 6,pyramidal neuron
100804282317,3460743660,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
100833644555,2994504680,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
42007794288,32415448126,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,pyramidal neuron
94148518592,4303207108,1,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
57146547662,3721708284,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
23405958777,5893577425,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
89563994898,36022887535,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
68645828663,6384842151,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,spiny stellate neuron
36810232936,10475824258,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,excitatory/spiny neuron with atypical tree
41062991359,33304094082,2,axon,dendrite,1,Layer 2,majority axon fragment,Layer 2,excitatory/spiny neuron with atypical tree
14614842771,5793063586,2,axon,unknown,1,Layer 1,majority axon fragment,Layer 1,astrocyte
93141706487,4998010245,1,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,microglia/opc
94073921939,5769863307,1,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,excitatory/spiny neuron with atypical tree
47335786211,2907263880,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
38863453691,3183821571,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
5640234897,4768380042,2,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,pyramidal neuron
64832514770,3401348064,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
5777893963,4845941742,1,axon,dendrite,1,Layer 1,pure axon fragment,Layer 2,pyramidal neuron
39501387070,3355689790,2,axon,dendrite,1,Layer 4,majority axon fragment,Layer 4,pyramidal neuron
4611946312,4305923975,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
83813521843,5378381801,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,interneuron
57206354328,39388228542,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
2892137338,2586159634,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
41816652202,40915157116,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 4,interneuron
92868259535,4433696369,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 3,pyramidal neuron
5536991646,5043507218,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
2876470617,1552920293,1,axon,dendrite,2,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
2586056309,1930502394,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
48089650483,30184429462,1,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
58683069550,41083419036,2,axon,dendrite,1,White matter,pure axon fragment,White matter,unknown cell
31454511163,4640533920,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
16104948023,6467805051,1,axon,dendrite,1,White matter,majority axon fragment,White matter,excitatory/spiny neuron with atypical tree
6714767618,5725578457,1,axon,dendrite,1,White matter,majority axon fragment,Layer 6,excitatory/spiny neuron with atypical tree
66259003147,3939175098,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
46287258962,2556824934,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
63057909539,2571922378,2,axon,dendrite,1,Layer 1,pure axon fragment,Layer 2,pyramidal neuron
103875194084,5876376889,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
93024139652,5141727580,1,axon,dendrite,1,Layer 5,pure axon fragment,Layer 6,pyramidal neuron
95547644738,51279296827,2,axon,unknown,1,Layer 5,pure axon fragment,Layer 5,astrocyte
82068017284,2324026603,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
41390770418,5158051474,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 6,pyramidal neuron
29689777312,3050310721,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
76669749053,41106736667,2,axon,unknown,1,Layer 2,pure axon fragment,Layer 2,astrocyte
76086440435,5047536708,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
46022499184,2466780563,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
68527619597,6222230785,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,spiny stellate neuron
74893655467,40958902530,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,interneuron
50153165629,5768490087,2,axon,dendrite,1,White matter,pure axon fragment,White matter,unclassified neuron
53622800717,44655173876,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,microglia/opc
23665928882,6153271560,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
67744318412,4886488859,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
73449645430,2934086754,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
60375020023,33706468670,1,axon,soma,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
40705559869,31883957974,2,axon,dendrite,1,Layer 6,majority axon fragment,Layer 6,interneuron
83838358282,30021410414,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
3298308626,2672174018,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
67877904215,42154592462,2,axon,dendrite,2,Layer 2,majority axon fragment,Layer 2,pyramidal neuron
64860928003,3588736022,1,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,pyramidal neuron
47902392622,3168855453,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
47305649510,3561345697,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
81835189366,2659426828,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
12487213722,3053332942,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
6517069994,6575211001,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 4,pyramidal neuron
6905368352,6061941185,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 6,pyramidal neuron
52307820243,43457015665,2,axon,dendrite,1,White matter,pure axon fragment,White matter,interneuron
35994606421,444864175,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
15407340612,5844196696,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
47379734197,29852389227,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
83462281229,3615455831,1,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,oligodendrocyte
15479397059,4811789343,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 6,pyramidal neuron
29109314573,2324026603,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
40753378587,32397168198,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,interneuron
31041960800,40299741127,2,axon,dendrite,1,Layer 5,pyramidal neuron,Layer 5,pure dendrite fragment
21202608969,2483222010,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 4,pyramidal neuron
76771621086,5689192061,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
39416993049,2951739644,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
50315646157,5610302956,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
3300674197,3300805575,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
41802766152,32748424027,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,interneuron
91934015196,29730850518,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,interneuron
47433759038,29731960138,1,axon,dendrite,1,Layer 4,majority axon fragment,Layer 4,interneuron
36023267766,1216292563,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
103190801361,6065781081,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
20957560814,2834346317,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
75752966869,31716776179,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,unclassified neuron
48704731310,30056933638,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
39950075538,2872995228,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
55105548012,28567545177,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
31073192176,4143326538,1,axon,dendrite,1,Layer 4,pure axon fragment,Layer 3,pyramidal neuron
55005822488,2918959562,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
41948280289,6005318323,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
51223638977,32474159539,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
47129357386,2715129081,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,pyramidal neuron
